#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
EXハイメタメイルα,0,9,2,0,0,M1,128,144,0,-1,-2,3,0,耳栓,2,氷属性攻撃強化,1,,,,,,,デプスライト鉱石,1,メランジェ鉱石,2,エルトライト鉱石,2,強靭な爪,1,166,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXハイメタメイルβ,0,9,4,1,0,M1,128,144,0,-1,-2,3,0,耳栓,1,氷属性攻撃強化,1,,,,,,,デプスライト鉱石,1,メランジェ鉱石,2,エルトライト鉱石,2,強靭な爪,1,166,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバフバロメイルα,0,9,3,0,0,M3,130,146,-2,2,-1,3,-3,早食い,1,攻めの守勢,1,,,,,,,猛牛竜の重甲,2,猛牛竜の重殻,2,猛牛竜の巨大な角,1,極上の毛皮,2,168,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバフバロメイルβ,0,9,4,1,0,M3,130,146,-2,2,-1,3,-3,早食い,1,,,,,,,,,猛牛竜の重甲,2,猛牛竜の重殻,2,猛牛竜の巨大な角,1,極上の毛皮,2,168,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナフメイルα,0,9,1,1,0,M4,132,148,3,-3,-1,-1,0,ランナー,2,特殊射撃強化,1,蛮顎竜の覇気,1,,,,,蛮顎竜の厚毛皮,2,蛮顎竜の重牙,1,蛮顎竜の重鼻骨,2,強竜骨,3,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナフメイルβ,0,9,4,1,0,M4,132,148,3,-3,-1,-1,0,ランナー,1,特殊射撃強化,1,蛮顎竜の覇気,1,,,,,蛮顎竜の厚毛皮,2,蛮顎竜の重牙,1,蛮顎竜の重鼻骨,2,強竜骨,3,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナールメイルα,0,11,3,0,0,M13,146,154,-1,-1,2,-3,0,ひるみ軽減,1,気絶耐性,2,蛮顎竜の覇気,1,,,,,雷顎竜の厚毛皮,3,雷顎竜の厚鱗,2,雷顎竜の重鼻骨,1,雷電袋,2,170,霊脈玉,1,大竜玉,1,0,
EXジャナールメイルβ,0,11,4,0,0,M13,146,154,-1,-1,2,-3,0,ひるみ軽減,1,気絶耐性,1,蛮顎竜の覇気,1,,,,,雷顎竜の厚毛皮,3,雷顎竜の厚鱗,2,雷顎竜の重鼻骨,1,雷電袋,2,170,霊脈玉,1,大竜玉,1,0,
EXレイアメイルα,0,9,2,2,0,M4,130,146,2,0,-2,0,-3,植生学,2,体力回復量ＵＰ,1,雌火竜の真髄,1,,,,,雌火竜の重殻,2,雌火竜の厚翼膜,1,エルトライト鉱石,5,,,168,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXレイアメイルβ,0,9,4,2,0,M4,130,146,2,0,-2,0,-3,植生学,1,体力回復量ＵＰ,1,雌火竜の真髄,1,,,,,雌火竜の重殻,2,雌火竜の厚翼膜,1,エルトライト鉱石,5,,,168,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXリオハートメイルα,0,9,2,0,0,M6,132,148,3,0,-3,0,-4,整備,2,匠,1,雌火竜の真髄,1,,,,,桜火竜の重殻,3,桜火竜の厚鱗,1,雌火竜の厚翼膜,1,シャムオスの厚鱗,3,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXリオハートメイルβ,0,9,4,1,1,M6,132,148,3,0,-3,0,-4,整備,2,雌火竜の真髄,1,,,,,,,桜火竜の重殻,3,桜火竜の厚鱗,1,雌火竜の厚翼膜,1,シャムオスの厚鱗,3,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムーメイルα,0,9,3,1,0,M4,130,146,-3,2,0,1,0,乗り名人,1,砲術,1,,,,,,,浮空竜の厚毛皮,2,浮空竜の厚鱗,2,強竜骨,3,,,168,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムーメイルβ,0,9,4,1,0,M4,130,146,-3,2,0,1,0,乗り名人,1,,,,,,,,,浮空竜の厚毛皮,2,浮空竜の厚鱗,2,強竜骨,3,,,168,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムメアメイルα,0,9,2,0,0,M4,132,148,-3,-3,2,1,1,広域化,2,渾身,1,,,,,,,浮眠竜の厚毛皮,2,浮眠竜の厚鱗,2,卒倒昏睡袋,3,,,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムメアメイルβ,0,9,4,1,0,M4,132,148,-3,-3,2,1,1,広域化,2,,,,,,,,,浮眠竜の厚毛皮,2,浮眠竜の厚鱗,2,卒倒昏睡袋,3,,,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルキンメイルα,0,9,3,0,0,M4,134,150,0,2,0,-1,-2,睡眠属性強化,1,裂傷耐性,1,,,,,,,骨鎚竜の重殻,2,骨鎚竜の重油殻,1,卒倒昏睡袋,2,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルキンメイルβ,0,9,4,0,0,M4,134,150,0,2,0,-1,-2,睡眠属性強化,1,,,,,,,,,骨鎚竜の重殻,2,骨鎚竜の重油殻,1,卒倒昏睡袋,2,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアーティアメイルα,0,10,1,0,0,,142,152,1,-2,-2,2,3,見切り,3,フルチャージ,1,太古の神秘,1,,,,,太古の破片,2,重竜骨,2,メランジェ鉱石,3,雷電袋,4,174,霊脈玉,1,ピュアクリスタル,2,0,
EXアーティアメイルβ,0,10,4,0,0,,142,152,1,-2,-2,2,3,見切り,2,フルチャージ,1,太古の神秘,1,,,,,太古の破片,2,重竜骨,2,メランジェ鉱石,3,雷電袋,4,174,霊脈玉,1,ピュアクリスタル,2,0,
EXアークロックメイルα,0,10,1,1,0,,142,152,2,2,2,-1,-1,挑戦者,2,特殊射撃強化,1,調査団の錬金術,1,,,,,スチームチケット,2,重竜骨,3,霊脈の結晶,4,卒倒昏睡袋,3,174,霊脈玉,1,ピュアクリスタル,2,0,
EXアークロックメイルβ,0,10,4,1,0,,142,152,2,2,2,-1,-1,挑戦者,2,調査団の錬金術,1,,,,,,,スチームチケット,2,重竜骨,3,霊脈の結晶,4,卒倒昏睡袋,3,174,霊脈玉,1,ピュアクリスタル,2,0,
EXインゴットメイルα,0,10,3,0,0,M6,136,146,-2,0,3,-1,0,雷耐性,2,属性解放／装填拡張,1,,,,,,,メランジェ鉱石,2,重竜骨,1,霊脈の結晶,5,,,168,霊脈玉,1,ピュアクリスタル,2,0,
EXインゴットメイルβ,0,10,4,0,0,M6,136,146,-2,0,3,-1,0,雷耐性,1,属性解放／装填拡張,1,,,,,,,メランジェ鉱石,2,重竜骨,1,霊脈の結晶,5,,,168,霊脈玉,1,ピュアクリスタル,2,0,
EXベリオメイルα,0,10,3,0,0,M6,138,148,-3,2,-2,3,0,強化持続,1,体術,1,氷牙竜の秘技,1,,,,,氷牙竜の厚毛皮,2,氷牙竜の重殻,2,氷牙竜の剛爪,1,凍てついた氷骨,2,170,霊脈玉,1,ピュアクリスタル,2,0,
EXベリオメイルβ,0,10,4,1,0,M6,138,148,-3,2,-2,3,0,強化持続,1,氷牙竜の秘技,1,,,,,,,氷牙竜の厚毛皮,2,氷牙竜の重殻,2,氷牙竜の剛爪,1,凍てついた氷骨,2,170,霊脈玉,1,ピュアクリスタル,2,0,
EXレウスメイルα,0,10,1,1,0,M7,140,150,3,1,-2,1,-3,弱点特効,2,火属性攻撃強化,1,火竜の真髄,1,,,,,火竜の重殻,2,火竜の剛翼,2,火竜の靭尾,1,火竜の天鱗,1,172,霊脈玉,1,ピュアクリスタル,2,0,
EXレウスメイルβ,0,10,4,0,0,M7,140,150,3,1,-2,1,-3,弱点特効,2,火竜の真髄,1,,,,,,,火竜の重殻,2,火竜の剛翼,2,火竜の靭尾,1,火竜の天鱗,1,172,霊脈玉,1,ピュアクリスタル,2,0,
EXリオソウルメイルα,0,11,2,0,0,M13,148,156,3,2,2,-3,-4,属性解放／装填拡張,1,破壊王,1,火竜の真髄,1,,,,,蒼火竜の重殻,3,蒼火竜の厚鱗,1,蒼火竜の靭尾,1,メランジェ鉱石,4,172,霊脈玉,1,大竜玉,1,0,
EXリオソウルメイルβ,0,11,4,1,0,M13,148,156,3,2,2,-3,-4,属性解放／装填拡張,1,火竜の真髄,1,,,,,,,蒼火竜の重殻,3,蒼火竜の厚鱗,1,蒼火竜の靭尾,1,メランジェ鉱石,4,172,霊脈玉,1,大竜玉,1,0,
EXディアブロメイルα,0,10,2,0,0,M7,140,150,3,-2,0,-3,2,ＫＯ術,2,火事場力,2,角竜の覇気,1,,,,,角竜の重甲,2,角竜の重殻,2,角竜の延髄,2,重竜骨,2,172,霊脈玉,1,ピュアクリスタル,2,0,
EXディアブロメイルβ,0,10,4,1,0,M7,140,150,3,-2,0,-3,2,ＫＯ術,2,火事場力,1,角竜の覇気,1,,,,,角竜の重甲,2,角竜の重殻,2,角竜の延髄,2,重竜骨,2,172,霊脈玉,1,ピュアクリスタル,2,0,
EXディアネロメイルα,0,11,2,0,0,M13,148,156,2,-3,0,-4,2,逆恨み,2,ランナー,1,角竜の覇気,1,,,,,黒角竜の重甲,3,黒角竜の重殻,1,堅牢な黒巻き角,1,剛竜骨,4,172,霊脈玉,1,大竜玉,1,0,
EXディアネロメイルβ,0,11,4,1,0,M13,148,156,2,-3,0,-4,2,逆恨み,1,ランナー,1,角竜の覇気,1,,,,,黒角竜の重甲,3,黒角竜の重殻,1,堅牢な黒巻き角,1,剛竜骨,4,172,霊脈玉,1,大竜玉,1,0,
EXギエナメイルα,0,10,1,0,0,M7,140,150,-1,2,-3,3,0,回避性能,2,精霊の加護,2,風漂竜の覇気,1,,,,,風漂竜の厚皮,2,風漂竜の剛翼,2,風漂竜の剛爪,1,ピュアクリスタル,1,172,霊脈玉,1,ピュアクリスタル,2,0,
EXギエナメイルβ,0,10,4,0,0,M7,140,150,-1,2,-3,3,0,回避性能,2,精霊の加護,1,風漂竜の覇気,1,,,,,風漂竜の厚皮,2,風漂竜の剛翼,2,風漂竜の剛爪,1,ピュアクリスタル,1,172,霊脈玉,1,ピュアクリスタル,2,0,
EXブリーナメイルα,0,11,1,1,0,M12,146,154,-3,2,-1,3,0,集中,2,ランナー,1,風漂竜の覇気,1,,,,,氷霜をまとう皮,3,風漂竜の厚鱗,2,冷厳なる翼,2,風漂竜の天鱗,1,170,霊脈玉,1,ピュアクリスタル,2,0,
EXブリーナメイルβ,0,11,4,0,0,M12,146,154,-3,2,-1,3,0,集中,2,風漂竜の覇気,1,,,,,,,氷霜をまとう皮,3,風漂竜の厚鱗,2,冷厳なる翼,2,風漂竜の天鱗,1,170,霊脈玉,1,ピュアクリスタル,2,0,
EXガロンメイルα,0,10,3,0,0,M7,140,150,2,2,-2,-3,0,砥石使用高速化,2,裂傷耐性,1,惨爪竜の真髄,1,,,,,惨爪竜の強硬筋,2,惨爪竜の厚鱗,2,惨爪竜の靭尾,1,カンタロスの斬羽,2,172,霊脈玉,1,ピュアクリスタル,2,0,
EXガロンメイルβ,0,10,4,1,0,M7,140,150,2,2,-2,-3,0,砥石使用高速化,2,惨爪竜の真髄,1,,,,,,,惨爪竜の強硬筋,2,惨爪竜の厚鱗,2,惨爪竜の靭尾,1,カンタロスの斬羽,2,172,霊脈玉,1,ピュアクリスタル,2,0,
EXデスガロンメイルα,0,11,2,0,0,M14,148,156,-2,-3,-2,-2,4,見切り,3,龍耐性,2,惨爪竜の真髄,1,,,,,兇爪竜の強硬筋,3,兇爪竜の剛爪,2,兇爪竜の重牙,2,カンタロスの斬羽,4,172,霊脈玉,1,大竜玉,1,0,
EXデスガロンメイルβ,0,11,4,1,0,M14,148,156,-2,-3,-2,-2,4,見切り,2,龍耐性,1,惨爪竜の真髄,1,,,,,兇爪竜の強硬筋,3,兇爪竜の剛爪,2,兇爪竜の重牙,2,カンタロスの斬羽,4,172,霊脈玉,1,大竜玉,1,0,
EXラヴァメイルα,0,10,1,1,0,M7,140,150,3,-3,1,-2,2,火属性攻撃強化,3,熱ダメージ無効,1,,,,,,,溶岩竜の重殻,2,溶岩竜の厚鱗,1,業炎袋,6,重竜骨,4,172,霊脈玉,1,ピュアクリスタル,2,0,
EXラヴァメイルβ,0,10,4,1,0,M7,140,150,3,-3,1,-2,2,火属性攻撃強化,2,熱ダメージ無効,1,,,,,,,溶岩竜の重殻,2,溶岩竜の厚鱗,1,業炎袋,6,重竜骨,4,172,霊脈玉,1,ピュアクリスタル,2,0,
EXガンキンメイルα,0,10,3,0,0,M7,144,154,4,-3,1,-2,-2,破壊王,2,爆破やられ耐性,1,爆鎚竜の覇気,1,,,,,爆鎚竜の重殻,2,爆鎚竜の重顎,1,爆鎚竜の重耐熱殻,1,大竜玉,1,176,霊脈玉,1,ピュアクリスタル,2,0,
EXガンキンメイルβ,0,10,4,0,0,M7,144,154,4,-3,1,-2,-2,破壊王,2,爆鎚竜の覇気,1,,,,,,,爆鎚竜の重殻,2,爆鎚竜の重顎,1,爆鎚竜の重耐熱殻,1,大竜玉,1,176,霊脈玉,1,ピュアクリスタル,2,0,
EXナルガメイルα,0,10,2,0,0,M7,140,150,-2,2,-3,0,0,回避性能,2,しゃがみ移動速度ＵＰ,1,迅竜の真髄,1,,,,,迅竜の豪黒毛,2,迅竜の厚鱗,1,迅竜の靭尾,1,咬魚の厚皮,3,172,霊脈玉,1,ピュアクリスタル,2,0,
EXナルガメイルβ,0,10,4,0,0,M7,140,150,-2,2,-3,0,0,回避性能,2,迅竜の真髄,1,,,,,,,迅竜の豪黒毛,2,迅竜の厚鱗,1,迅竜の靭尾,1,咬魚の厚皮,3,172,霊脈玉,1,ピュアクリスタル,2,0,
EXディノメイルα,0,10,1,0,0,M7,142,152,3,-3,1,-1,-1,強化持続,2,渾身,1,斬竜の真髄,1,,,,,斬竜の重殻,2,斬竜の重牙,1,赤熱した溶炉嚢,2,獄炎石,2,174,霊脈玉,1,ピュアクリスタル,2,0,
EXディノメイルβ,0,10,4,0,0,M7,142,152,3,-3,1,-1,-1,強化持続,1,渾身,1,斬竜の真髄,1,,,,,斬竜の重殻,2,斬竜の重牙,1,赤熱した溶炉嚢,2,獄炎石,2,174,霊脈玉,1,ピュアクリスタル,2,0,
EXディノイエロメイルα,0,11,1,0,0,M14,150,158,-3,2,-1,2,-1,匠,2,スタミナ急速回復,1,斬竜の真髄,1,,,,,硫斬竜の重殻,3,硫斬竜の重牙,3,硫斬竜の剣山状殻,2,斬竜の天鱗,1,174,霊脈玉,1,大竜玉,1,0,
EXディノイエロメイルβ,0,11,4,1,0,M14,150,158,-3,2,-1,2,-1,匠,1,スタミナ急速回復,1,斬竜の真髄,1,,,,,硫斬竜の重殻,3,硫斬竜の重牙,3,硫斬竜の剣山状殻,2,斬竜の天鱗,1,174,霊脈玉,1,大竜玉,1,0,
EXブラキメイルα,0,10,1,0,0,M9,142,152,3,-2,1,-3,1,スタミナ奪取,2,挑戦者,1,砕竜の真髄,1,,,,,砕竜の重黒曜甲,2,砕竜の剛鉄拳,1,砕竜の重頭殻,2,重竜骨,5,174,霊脈玉,1,ピュアクリスタル,2,0,
EXブラキメイルβ,0,10,4,0,0,M9,142,152,3,-2,1,-3,1,スタミナ奪取,1,挑戦者,1,砕竜の真髄,1,,,,,砕竜の重黒曜甲,2,砕竜の剛鉄拳,1,砕竜の重頭殻,2,重竜骨,5,174,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスメイルα,0,10,2,0,0,M9,142,152,2,0,-3,0,-2,耳栓,2,満足感,1,轟竜の真髄,1,,,,,轟竜の重殻,2,轟竜の剛爪,2,轟竜の靭尾,1,ランゴスタの斬羽,3,174,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスメイルβ,0,10,4,1,0,M9,142,152,2,0,-3,0,-2,耳栓,2,轟竜の真髄,1,,,,,,,轟竜の重殻,2,轟竜の剛爪,2,轟竜の靭尾,1,ランゴスタの斬羽,3,174,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスロアメイルα,0,11,3,0,0,M70,156,164,3,-4,-2,0,0,攻撃,3,弱点特効,1,轟竜の真髄,1,,,,,黒轟竜の重殻,3,黒轟竜の厚鱗,2,黒轟竜の重牙,3,龍脈に侵されし狂骨,3,180,霊脈玉,1,大竜玉,1,0,
EXレックスロアメイルβ,0,11,4,1,0,M70,156,164,3,-4,-2,0,0,攻撃,2,弱点特効,1,轟竜の真髄,1,,,,,黒轟竜の重殻,3,黒轟竜の厚鱗,2,黒轟竜の重牙,3,龍脈に侵されし狂骨,3,180,霊脈玉,1,大竜玉,1,0,
EXクロオビメイルα,0,11,1,1,1,,150,158,1,1,1,1,2,キノコ大好き,2,広域化,1,教官の導き,1,,,,,クロオビコイン,2,ナルガコイン,3,ランゴスタの斬羽,3,,,174,霊脈玉,1,大竜玉,1,0,
EXクロオビメイルβ,0,11,4,1,1,,150,158,1,1,1,1,2,キノコ大好き,2,教官の導き,1,,,,,,,クロオビコイン,2,ナルガコイン,3,ランゴスタの斬羽,3,,,174,霊脈玉,1,大竜玉,1,0,
EXドーベルメイルα,0,11,1,1,1,M17,152,160,-2,0,-1,-1,4,攻撃,2,瘴気耐性,1,,,,,,,太古龍骨,2,頑強な重骨,3,泥魚竜の特上ヒレ,1,剛竜骨,3,176,霊脈玉,1,大竜玉,1,0,
EXドーベルメイルβ,0,11,4,1,1,M17,152,160,-2,0,-1,-1,4,攻撃,1,瘴気耐性,1,,,,,,,太古龍骨,2,頑強な重骨,3,泥魚竜の特上ヒレ,1,剛竜骨,3,176,霊脈玉,1,大竜玉,1,0,
EXダマスクメイルα,0,11,3,1,0,M17,152,160,4,-2,0,0,0,集中,2,防御,2,,,,,,,古龍の浄血,2,メランジェ鉱石,3,風漂竜の剛翼,1,ピュアクリスタル,1,176,霊脈玉,1,大竜玉,1,0,
EXダマスクメイルβ,0,11,4,2,1,M17,152,160,4,-2,0,0,0,集中,2,,,,,,,,,古龍の浄血,2,メランジェ鉱石,3,風漂竜の剛翼,1,ピュアクリスタル,1,176,霊脈玉,1,大竜玉,1,0,
EXプライドメイルα,0,11,1,1,0,M18,154,162,3,1,-2,-4,-2,ガード性能,2,爆破やられ耐性,2,爆鱗竜の覇気,1,,,,,紅蓮にゆれる銀殻,3,爆鱗竜の厚鱗,3,凝縮された爆腺液,3,剛竜骨,5,178,霊脈玉,1,大竜玉,1,0,
EXプライドメイルβ,0,11,4,1,1,M18,154,162,3,1,-2,-4,-2,ガード性能,2,爆鱗竜の覇気,1,,,,,,,紅蓮にゆれる銀殻,3,爆鱗竜の厚鱗,3,凝縮された爆腺液,3,剛竜骨,5,178,霊脈玉,1,大竜玉,1,0,
EXグリードメイルα,0,11,2,0,0,M21,156,164,2,1,-3,1,-3,早食い,1,匠,2,恐暴竜の真髄,1,,,,,恐暴竜の厚黒皮,3,極悪な牙,4,恐暴竜の重尾,1,恐暴竜の滅鱗,1,180,霊脈玉,1,大竜玉,1,0,
EXグリードメイルβ,0,11,4,2,2,M21,156,164,2,1,-3,1,-3,早食い,1,恐暴竜の真髄,1,,,,,,,恐暴竜の厚黒皮,3,極悪な牙,4,恐暴竜の重尾,1,恐暴竜の滅鱗,1,180,霊脈玉,1,大竜玉,1,0,
EXラヴィーナメイルα,0,12,1,0,0,M17,154,160,-3,2,-1,4,-1,納刀術,2,抜刀術【技】,1,冰龍の神秘,1,,,,,冰龍の重殻,3,冰龍の剛翼,3,冰龍の剛爪,2,風漂竜の天鱗,1,172,大霊脈玉,1,古龍の浄血,2,0,
EXラヴィーナメイルβ,0,12,4,1,0,M17,154,160,-3,2,-1,4,-1,納刀術,2,冰龍の神秘,1,,,,,,,冰龍の重殻,3,冰龍の剛翼,3,冰龍の剛爪,2,風漂竜の天鱗,1,172,大霊脈玉,1,古龍の浄血,2,0,
EXヴァルファーメイルα,0,12,3,1,0,M19,156,162,-2,4,1,1,-3,回復速度,2,龍属性攻撃強化,2,屍套龍の霊脈,1,,,,,屍套龍の重殻,3,死屍の厚龍鱗,2,死屍を紡いだ被膜,3,古龍の浄血,2,174,大霊脈玉,1,古龍の浄血,2,0,
EXヴァルファーメイルβ,0,12,4,2,0,M19,156,162,-2,4,1,1,-3,回復速度,2,龍属性攻撃強化,1,屍套龍の霊脈,1,,,,,屍套龍の重殻,3,死屍の厚龍鱗,2,死屍を紡いだ被膜,3,古龍の浄血,2,174,大霊脈玉,1,古龍の浄血,2,0,
EXカイザーメイルα,0,12,2,1,0,M19,156,162,3,-3,1,-3,1,力の解放,1,特殊射撃強化,2,炎王龍の武技,1,,,,,炎王龍の重殻,3,炎王龍の大たてがみ,4,炎王龍の靭尾,2,太古龍骨,5,174,大霊脈玉,1,古龍の浄血,2,0,
EXカイザーメイルβ,0,12,4,1,1,M19,156,162,3,-3,1,-3,1,力の解放,1,炎王龍の武技,1,,,,,,,炎王龍の重殻,3,炎王龍の大たてがみ,4,炎王龍の靭尾,2,太古龍骨,5,174,大霊脈玉,1,古龍の浄血,2,0,
EXクシャナディールα,0,12,1,0,0,M19,156,162,0,2,-3,4,-2,匠,3,鋼龍の飛翔,1,,,,,,,鋼龍の重殻,4,鋼龍の剛翼,3,鋼龍の靭尾,2,古龍の浄血,6,174,大霊脈玉,1,古龍の浄血,2,0,
EXクシャナディールβ,0,12,4,2,0,M19,156,162,0,2,-3,4,-2,匠,2,鋼龍の飛翔,1,,,,,,,鋼龍の重殻,4,鋼龍の剛翼,3,鋼龍の靭尾,2,古龍の浄血,6,174,大霊脈玉,1,古龍の浄血,2,0,
EXキリンベストα,0,12,3,2,0,M19,154,160,-3,-2,4,-2,2,見切り,3,精霊の加護,1,幻獣の神秘,1,,,,,幻獣の銀たてがみ,3,幻獣の特上皮,1,幻獣の靭雷尾,3,砕竜の天殻,1,172,大霊脈玉,1,古龍の浄血,2,0,
EXキリンベストβ,0,12,4,2,0,M19,154,160,-3,-2,4,-2,2,見切り,2,精霊の加護,1,幻獣の神秘,1,,,,,幻獣の銀たてがみ,3,幻獣の特上皮,1,幻獣の靭雷尾,3,砕竜の天殻,1,172,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルメイルα,0,12,2,2,0,M20,158,164,-3,4,3,0,-2,属性やられ耐性,2,整備,1,溟龍の神秘,1,,,,,溟龍の特上皮,2,溟龍の剛爪,2,溟龍の幻曜ヒゲ,1,氷霜をまとう皮,3,176,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルメイルβ,0,12,4,2,0,M20,158,164,-3,4,3,0,-2,属性やられ耐性,1,整備,1,溟龍の神秘,1,,,,,溟龍の特上皮,2,溟龍の剛爪,2,溟龍の幻曜ヒゲ,1,氷霜をまとう皮,3,176,大霊脈玉,1,古龍の浄血,2,0,
EXギルドパレスメイルα,0,11,1,1,0,M70,154,162,1,2,2,1,1,挑戦者,2,火事場力,1,ギルドの見識,1,,,,,英雄王のコイン,1,ジンオウコイン,3,クロオビコイン,2,炎王龍の大たてがみ,3,174,霊脈玉,1,大竜玉,1,0,
EXギルドパレスメイルβ,0,11,4,2,0,M70,154,162,1,2,2,1,1,挑戦者,1,火事場力,1,ギルドの見識,1,,,,,英雄王のコイン,1,ジンオウコイン,3,クロオビコイン,2,炎王龍の大たてがみ,3,174,霊脈玉,1,大竜玉,1,0,
EXアンガルダメイルα,0,12,3,2,0,M23,162,168,0,-2,3,-3,0,災禍転福,2,体力増強,1,地啼龍の神秘,1,,,,,地啼龍の厳岩殻,4,地啼龍の慈鱗,3,地啼龍の慈爪,3,兇爪竜の天鱗,1,180,大霊脈玉,1,古龍の浄血,2,0,
EXアンガルダメイルβ,0,12,4,2,0,M23,162,168,0,-2,3,-3,0,災禍転福,2,地啼龍の神秘,1,,,,,,,地啼龍の厳岩殻,4,地啼龍の慈鱗,3,地啼龍の慈爪,3,兇爪竜の天鱗,1,180,大霊脈玉,1,古龍の浄血,2,0,
EXゾラマグナハイドα,0,12,3,1,0,M24,160,166,4,-3,-1,-2,-3,耐震,2,砲術,2,熔山龍の真髄,1,,,,,龍脈の重竜骨,2,色あせた結晶,3,鮮やかな紅骨,3,覇王の証,1,178,大霊脈玉,1,古龍の浄血,2,0,
EXゾラマグナハイドβ,0,12,4,2,0,M24,160,166,4,-3,-1,-2,-3,耐震,2,熔山龍の真髄,1,,,,,,,龍脈の重竜骨,2,色あせた結晶,3,鮮やかな紅骨,3,覇王の証,1,178,大霊脈玉,1,古龍の浄血,2,0,
EXガルルガメイルα,0,11,1,0,0,M24,154,162,2,-3,2,-2,-2,耳栓,2,見切り,2,,,,,,,黒狼鳥の重殻,2,黒狼鳥の厚毛皮,2,黒狼鳥の剛翼,3,草むした大骨,3,178,霊脈玉,1,大竜玉,1,0,
EXガルルガメイルβ,0,11,4,0,0,M24,154,162,2,-3,2,-2,-2,耳栓,1,見切り,2,,,,,,,黒狼鳥の重殻,2,黒狼鳥の厚毛皮,2,黒狼鳥の剛翼,3,草むした大骨,3,178,霊脈玉,1,大竜玉,1,0,
EXジンオウメイルα,0,11,3,0,0,M24,158,166,-1,-1,4,-4,1,力の解放,3,通常弾・通常矢強化,1,雷狼竜の真髄,1,,,,,雷狼竜の雷電毛,3,雷狼竜の重殻,2,雷狼竜の剛爪,2,深緑の大骨,3,182,霊脈玉,1,大竜玉,1,0,
EXジンオウメイルβ,0,11,4,0,0,M24,158,166,-1,-1,4,-4,1,力の解放,3,雷狼竜の真髄,1,,,,,,,雷狼竜の雷電毛,3,雷狼竜の重殻,2,雷狼竜の剛爪,2,深緑の大骨,3,182,霊脈玉,1,大竜玉,1,0,
EXギルドワークボディα,0,12,3,1,1,M24,162,168,2,1,1,2,2,クライマー,1,ひるみ軽減,1,ギルドの見識,1,,,,,調査団チケットG,1,荒地の結晶,2,荒地の岩骨,2,ボワボワチケット,1,180,大霊脈玉,1,古龍の浄血,2,0,
EXギルドワークボディβ,0,12,4,2,2,M24,162,168,2,1,1,2,2,クライマー,1,ギルドの見識,1,,,,,,,調査団チケットG,1,荒地の結晶,2,荒地の岩骨,2,ボワボワチケット,1,180,大霊脈玉,1,古龍の浄血,2,0,
EXゴールドルナメイルα,0,12,3,1,0,M70,162,168,3,-2,-4,0,4,精霊の加護,2,逆恨み,1,金火竜の真髄,1,,,,,金火竜の重殻,4,金火竜の厚鱗,2,金火竜の秘棘,1,龍脈の剛竜骨,8,180,大霊脈玉,1,古龍の浄血,2,0,
EXゴールドルナメイルβ,0,12,4,2,1,M70,162,168,3,-2,-4,0,4,精霊の加護,2,金火竜の真髄,1,,,,,,,金火竜の重殻,4,金火竜の厚鱗,2,金火竜の秘棘,1,龍脈の剛竜骨,8,180,大霊脈玉,1,古龍の浄血,2,0,
EXシルバーソルメイルα,0,12,1,0,0,M70,162,168,4,-3,-2,-2,3,超会心,2,火属性攻撃強化,2,銀火竜の真髄,1,,,,,銀火竜の重殻,4,銀火竜の剛翼,4,火竜の煌液,3,導きの龍骨【珊瑚礁】,3,180,大霊脈玉,1,古龍の浄血,2,0,
EXシルバーソルメイルβ,0,12,4,0,0,M70,162,168,4,-3,-2,-2,3,超会心,2,銀火竜の真髄,1,,,,,,,銀火竜の重殻,4,銀火竜の剛翼,4,火竜の煌液,3,導きの龍骨【珊瑚礁】,3,180,大霊脈玉,1,古龍の浄血,2,0,
