#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
EXベニカガチグリーヴβ,0,9,4,1,0,M3,132,148,1,3,-3,-2,1,納刀術,1,,,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚皮膜,1,飛毒竜の猛毒針,1,ウルグの厚毛皮,3,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXハイメタグリーヴα,0,9,2,2,1,M1,128,166,0,-1,-2,3,0,砲撃手,2,氷耐性,1,,,,,,,デプスライト鉱石,1,メランジェ鉱石,2,エルトライト鉱石,2,咬魚の厚皮,1,186,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXハイメタグリーヴβ,0,9,4,3,0,M1,128,166,0,-1,-2,3,0,砲撃手,1,氷耐性,1,,,,,,,デプスライト鉱石,1,メランジェ鉱石,2,エルトライト鉱石,2,咬魚の厚皮,1,186,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバフバログリーヴα,0,9,3,0,0,M3,130,168,-2,2,-1,3,-3,キノコ大好き,1,早食い,1,,,,,,,猛牛竜の重甲,2,猛牛竜の重殻,1,猛牛竜の巨大な角,1,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバフバログリーヴβ,0,9,4,1,0,M3,130,168,-2,2,-1,3,-3,キノコ大好き,1,,,,,,,,,猛牛竜の重甲,2,猛牛竜の重殻,1,猛牛竜の巨大な角,1,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナフグリーヴα,0,9,2,0,0,M4,132,170,3,-3,-1,-1,0,砲術,2,ランナー,1,蛮顎竜の覇気,1,,,,,蛮顎竜の厚毛皮,2,蛮顎竜の厚鱗,1,蛮顎竜の重鼻骨,1,強竜骨,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナフグリーヴβ,0,9,4,1,0,M4,132,170,3,-3,-1,-1,0,砲術,2,蛮顎竜の覇気,1,,,,,,,蛮顎竜の厚毛皮,2,蛮顎竜の厚鱗,1,蛮顎竜の重鼻骨,1,強竜骨,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナールグリーヴα,0,11,2,1,0,M13,146,170,-1,-1,2,-3,0,雷属性攻撃強化,2,特殊射撃強化,1,蛮顎竜の覇気,1,,,,,雷顎竜の厚毛皮,3,雷顎竜の厚鱗,2,雷顎竜の重牙,2,剛竜骨,3,190,霊脈玉,1,大竜玉,1,0,
EXジャナールグリーヴβ,0,11,4,1,0,M13,146,170,-1,-1,2,-3,0,雷属性攻撃強化,2,蛮顎竜の覇気,1,,,,,,,雷顎竜の厚毛皮,3,雷顎竜の厚鱗,2,雷顎竜の重牙,2,剛竜骨,3,190,霊脈玉,1,大竜玉,1,0,
EXレイアグリーヴα,0,9,3,0,0,M4,130,168,2,0,-2,0,-3,体力回復量ＵＰ,2,毒耐性,1,雌火竜の真髄,1,,,,,雌火竜の重殻,2,雌火竜の厚翼膜,1,業炎袋,3,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXレイアグリーヴβ,0,9,4,0,0,M4,130,168,2,0,-2,0,-3,体力回復量ＵＰ,2,雌火竜の真髄,1,,,,,,,雌火竜の重殻,2,雌火竜の厚翼膜,1,業炎袋,3,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXリオハートグリーヴα,0,9,2,1,0,M6,132,170,3,0,-3,0,-4,整備,1,風圧耐性,1,雌火竜の真髄,1,,,,,桜火竜の重殻,3,桜火竜の厚鱗,2,雌火竜の厚翼膜,1,業炎袋,3,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXリオハートグリーヴβ,0,9,4,2,0,M6,132,170,3,0,-3,0,-4,整備,1,雌火竜の真髄,1,,,,,,,桜火竜の重殻,3,桜火竜の厚鱗,2,雌火竜の厚翼膜,1,業炎袋,3,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムーグリーヴα,0,9,3,0,0,M4,130,168,-3,2,0,1,0,風圧耐性,2,スタミナ急速回復,1,,,,,,,浮空竜の厚毛皮,2,浮空竜の剛翼,2,ゴム質の重殻,3,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムーグリーヴβ,0,9,4,1,0,M4,130,168,-3,2,0,1,0,風圧耐性,2,,,,,,,,,浮空竜の厚毛皮,2,浮空竜の剛翼,2,ゴム質の重殻,3,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムメアグリーヴα,0,9,3,0,0,M4,132,170,-3,-3,2,1,1,睡眠耐性,2,広域化,1,,,,,,,浮眠竜の厚毛皮,2,浮眠竜の剛翼,2,ゴム質の重殻,1,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムメアグリーヴβ,0,9,4,1,0,M4,132,170,-3,-3,2,1,1,睡眠耐性,2,,,,,,,,,浮眠竜の厚毛皮,2,浮眠竜の剛翼,2,ゴム質の重殻,1,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルキングリーヴα,0,9,2,0,0,M4,134,172,0,2,0,-1,-2,裂傷耐性,2,ガード性能,1,,,,,,,骨鎚竜の重殻,2,骨鎚竜の厚鱗,1,大竜骨塊,2,強竜骨,4,192,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルキングリーヴβ,0,9,4,1,0,M4,134,172,0,2,0,-1,-2,裂傷耐性,2,,,,,,,,,骨鎚竜の重殻,2,骨鎚竜の厚鱗,1,大竜骨塊,2,強竜骨,4,192,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアーティアグリーヴα,0,10,1,1,0,,142,174,1,-2,-2,2,3,フルチャージ,2,スリンガー装填数ＵＰ,1,太古の神秘,1,,,,,太古の破片,2,強竜骨,2,メランジェ鉱石,3,瞬間凍結袋,4,194,霊脈玉,1,ピュアクリスタル,2,0,
EXアーティアグリーヴβ,0,10,4,0,0,,142,174,1,-2,-2,2,3,フルチャージ,2,太古の神秘,1,,,,,,,太古の破片,2,強竜骨,2,メランジェ鉱石,3,瞬間凍結袋,4,194,霊脈玉,1,ピュアクリスタル,2,0,
EXアークロックグリーヴα,0,10,1,1,0,,142,174,2,2,2,-1,-1,超会心,1,ボマー,2,調査団の錬金術,1,,,,,スチームチケット,2,強竜骨,3,エルトライト鉱石,5,いにしえの巨龍骨,1,194,霊脈玉,1,ピュアクリスタル,2,0,
EXアークロックグリーヴβ,0,10,4,0,0,,142,174,2,2,2,-1,-1,超会心,1,ボマー,1,調査団の錬金術,1,,,,,スチームチケット,2,強竜骨,3,エルトライト鉱石,5,いにしえの巨龍骨,1,194,霊脈玉,1,ピュアクリスタル,2,0,
EXインゴットグリーヴα,0,10,2,0,0,M6,136,168,-2,0,3,-1,0,防御,2,属性解放／装填拡張,1,,,,,,,メランジェ鉱石,2,重竜骨,1,グラシスメタル,3,,,188,霊脈玉,1,ピュアクリスタル,2,0,
EXインゴットグリーヴβ,0,10,4,0,0,M6,136,168,-2,0,3,-1,0,防御,1,属性解放／装填拡張,1,,,,,,,メランジェ鉱石,2,重竜骨,1,グラシスメタル,3,,,188,霊脈玉,1,ピュアクリスタル,2,0,
EXベリオグリーヴα,0,10,1,1,0,M6,138,170,-3,2,-2,3,0,体術,2,納刀術,1,氷牙竜の秘技,1,,,,,氷牙竜の厚毛皮,2,琥珀色の重牙,2,氷牙竜の剛爪,1,大竜玉,1,190,霊脈玉,1,ピュアクリスタル,2,0,
EXベリオグリーヴβ,0,10,4,1,0,M6,138,170,-3,2,-2,3,0,体術,1,納刀術,1,氷牙竜の秘技,1,,,,,氷牙竜の厚毛皮,2,琥珀色の重牙,2,氷牙竜の剛爪,1,大竜玉,1,190,霊脈玉,1,ピュアクリスタル,2,0,
EXレウスグリーヴα,0,10,3,0,0,M7,140,172,3,1,-2,1,-3,スリンガー装填数ＵＰ,2,攻撃,2,火竜の真髄,1,,,,,火竜の重殻,2,火竜の剛翼,1,火竜の剛翼爪,2,業炎袋,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXレウスグリーヴβ,0,10,4,0,0,M7,140,172,3,1,-2,1,-3,スリンガー装填数ＵＰ,2,攻撃,1,火竜の真髄,1,,,,,火竜の重殻,2,火竜の剛翼,1,火竜の剛翼爪,2,業炎袋,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXリオソウルグリーヴα,0,11,1,0,0,M13,148,172,3,2,2,-3,-4,超会心,1,風圧耐性,2,火竜の真髄,1,,,,,蒼火竜の重殻,3,蒼火竜の剛翼,1,蒼火竜の靭尾,1,火竜の天鱗,1,192,霊脈玉,1,大竜玉,1,0,
EXリオソウルグリーヴβ,0,11,4,0,0,M13,148,172,3,2,2,-3,-4,超会心,1,風圧耐性,1,火竜の真髄,1,,,,,蒼火竜の重殻,3,蒼火竜の剛翼,1,蒼火竜の靭尾,1,火竜の天鱗,1,192,霊脈玉,1,大竜玉,1,0,
EXディアブログリーヴα,0,10,1,1,0,M7,140,180,3,-2,0,-3,2,耐震,2,ＫＯ術,2,角竜の覇気,1,,,,,角竜の重甲,2,角竜の重殻,1,角竜の重尾甲,1,重竜骨,5,192,霊脈玉,1,ピュアクリスタル,2,0,
EXディアブログリーヴβ,0,10,4,1,0,M7,140,180,3,-2,0,-3,2,耐震,2,ＫＯ術,1,角竜の覇気,1,,,,,角竜の重甲,2,角竜の重殻,1,角竜の重尾甲,1,重竜骨,5,192,霊脈玉,1,ピュアクリスタル,2,0,
EXディアネログリーヴα,0,11,1,0,0,M13,148,172,2,-3,0,-4,2,逆恨み,2,ＫＯ術,1,角竜の覇気,1,,,,,黒角竜の重甲,3,黒角竜の重殻,2,角竜の重尾甲,1,大竜玉,1,192,霊脈玉,1,大竜玉,1,0,
EXディアネログリーヴβ,0,11,4,0,0,M13,148,172,2,-3,0,-4,2,逆恨み,2,角竜の覇気,1,,,,,,,黒角竜の重甲,3,黒角竜の重殻,2,角竜の重尾甲,1,大竜玉,1,192,霊脈玉,1,大竜玉,1,0,
EXギエナグリーヴα,0,10,3,0,0,M7,140,170,-1,2,-3,3,0,氷耐性,2,抜刀術【技】,1,風漂竜の覇気,1,,,,,風漂竜の厚皮,2,風漂竜の剛翼,1,風漂竜の重尾膜,1,翼膜の特上皮,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXギエナグリーヴβ,0,10,4,2,0,M7,140,170,-1,2,-3,3,0,氷耐性,2,風漂竜の覇気,1,,,,,,,風漂竜の厚皮,2,風漂竜の剛翼,1,風漂竜の重尾膜,1,翼膜の特上皮,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXブリーナグリーヴα,0,11,1,1,0,M12,146,170,-3,2,-1,3,0,ランナー,2,散弾・剛射強化,1,風漂竜の覇気,1,,,,,氷霜をまとう皮,3,風漂竜の厚鱗,2,漆黒の氷刃爪,2,凍てついた氷骨,3,190,霊脈玉,1,ピュアクリスタル,2,0,
EXブリーナグリーヴβ,0,11,4,2,0,M12,146,170,-3,2,-1,3,0,ランナー,2,風漂竜の覇気,1,,,,,,,氷霜をまとう皮,3,風漂竜の厚鱗,2,漆黒の氷刃爪,2,凍てついた氷骨,3,190,霊脈玉,1,ピュアクリスタル,2,0,
EXガロングリーヴα,0,10,1,0,0,M7,140,172,2,2,-2,-3,0,納刀術,2,見切り,1,惨爪竜の真髄,1,,,,,惨爪竜の強硬筋,2,惨爪竜の剛爪,2,惨爪竜の靭尾,1,いにしえの巨龍骨,1,192,霊脈玉,1,ピュアクリスタル,2,0,
EXガロングリーヴβ,0,10,4,0,0,M7,140,172,2,2,-2,-3,0,納刀術,1,見切り,1,惨爪竜の真髄,1,,,,,惨爪竜の強硬筋,2,惨爪竜の剛爪,2,惨爪竜の靭尾,1,いにしえの巨龍骨,1,192,霊脈玉,1,ピュアクリスタル,2,0,
EXデスガロングリーヴα,0,11,1,1,0,M14,148,172,-2,-3,-2,-2,4,整備,2,強化持続,1,惨爪竜の真髄,1,,,,,兇爪竜の強硬筋,3,兇爪竜の厚鱗,2,兇爪竜の靭尾,1,強靭な爪,3,192,霊脈玉,1,大竜玉,1,0,
EXデスガロングリーヴβ,0,11,4,1,1,M14,148,172,-2,-3,-2,-2,4,整備,2,惨爪竜の真髄,1,,,,,,,兇爪竜の強硬筋,3,兇爪竜の厚鱗,2,兇爪竜の靭尾,1,強靭な爪,3,192,霊脈玉,1,大竜玉,1,0,
EXラヴァグリーヴα,0,10,2,0,0,M7,140,172,3,-3,1,-2,2,散弾・剛射強化,1,火属性攻撃強化,2,,,,,,,溶岩竜の重殻,2,溶岩竜の厚鱗,2,溶岩竜の特上ヒレ,1,エルトライト鉱石,8,192,霊脈玉,1,ピュアクリスタル,2,0,
EXラヴァグリーヴβ,0,10,4,1,0,M7,140,172,3,-3,1,-2,2,散弾・剛射強化,1,火属性攻撃強化,1,,,,,,,溶岩竜の重殻,2,溶岩竜の厚鱗,2,溶岩竜の特上ヒレ,1,エルトライト鉱石,8,192,霊脈玉,1,ピュアクリスタル,2,0,
EXガンキングリーヴα,0,10,1,0,0,M7,144,176,4,-3,1,-2,-2,ガード性能,2,攻めの守勢,1,爆鎚竜の覇気,1,,,,,爆鎚竜の重殻,2,爆鎚竜の厚鱗,1,爆鎚竜の延髄,1,頑強な重骨,5,196,霊脈玉,1,ピュアクリスタル,2,0,
EXガンキングリーヴβ,0,10,4,1,0,M7,144,176,4,-3,1,-2,-2,ガード性能,2,爆鎚竜の覇気,1,,,,,,,爆鎚竜の重殻,2,爆鎚竜の厚鱗,1,爆鎚竜の延髄,1,頑強な重骨,5,196,霊脈玉,1,ピュアクリスタル,2,0,
EXナルガグリーヴα,0,10,1,1,0,M7,140,172,-2,2,-3,0,0,回避性能,1,フルチャージ,1,迅竜の真髄,1,,,,,迅竜の豪黒毛,2,迅竜の厚鱗,2,迅竜の剛刃翼,1,ランゴスタの斬羽,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXナルガグリーヴβ,0,10,4,1,0,M7,140,172,-2,2,-3,0,0,回避性能,1,迅竜の真髄,1,,,,,,,迅竜の豪黒毛,2,迅竜の厚鱗,2,迅竜の剛刃翼,1,ランゴスタの斬羽,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXディノグリーヴα,0,10,2,0,0,M7,142,174,3,-3,1,-1,-1,匠,2,熱ダメージ無効,1,斬竜の真髄,1,,,,,斬竜の重殻,2,斬竜の厚鱗,1,斬竜の獄炎状殻,2,赤熱した溶炉嚢,2,194,霊脈玉,1,ピュアクリスタル,2,0,
EXディノグリーヴβ,0,10,4,0,0,M7,142,174,3,-3,1,-1,-1,匠,2,斬竜の真髄,1,,,,,,,斬竜の重殻,2,斬竜の厚鱗,1,斬竜の獄炎状殻,2,赤熱した溶炉嚢,2,194,霊脈玉,1,ピュアクリスタル,2,0,
EXディノイエログリーヴα,0,11,1,0,0,M14,150,174,-3,2,-1,2,-1,渾身,2,スタミナ急速回復,1,斬竜の真髄,1,,,,,硫斬竜の重殻,3,硫斬竜の剣山状殻,3,硫斬竜の断剣尾,1,大竜玉,1,194,霊脈玉,1,大竜玉,1,0,
EXディノイエログリーヴβ,0,11,4,2,0,M14,150,174,-3,2,-1,2,-1,渾身,1,斬竜の真髄,1,,,,,,,硫斬竜の重殻,3,硫斬竜の剣山状殻,3,硫斬竜の断剣尾,1,大竜玉,1,194,霊脈玉,1,大竜玉,1,0,
EXブラキグリーヴα,0,10,2,0,0,M9,142,174,3,-2,1,-3,1,挑戦者,2,砲術,2,砕竜の真髄,1,,,,,砕竜の重黒曜甲,2,砕竜の重殻,1,砕竜の剛鉄拳,2,バルノスの剛爪,4,194,霊脈玉,1,ピュアクリスタル,2,0,
EXブラキグリーヴβ,0,10,4,0,0,M9,142,174,3,-2,1,-3,1,挑戦者,2,砲術,1,砕竜の真髄,1,,,,,砕竜の重黒曜甲,2,砕竜の重殻,1,砕竜の剛鉄拳,2,バルノスの剛爪,4,194,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスグリーヴα,0,10,3,1,0,M9,142,174,2,0,-3,0,-2,早食い,1,満足感,1,轟竜の真髄,1,,,,,轟竜の重殻,2,轟竜の厚鱗,2,轟竜の剛爪,1,重竜骨,3,194,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスグリーヴβ,0,10,4,2,0,M9,142,174,2,0,-3,0,-2,早食い,1,轟竜の真髄,1,,,,,,,轟竜の重殻,2,轟竜の厚鱗,2,轟竜の剛爪,1,重竜骨,3,194,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスロアグリーヴα,0,11,1,0,0,M70,156,182,3,-4,-2,0,0,挑戦者,3,弱点特効,1,轟竜の真髄,1,,,,,黒轟竜の重殻,3,黒轟竜の重牙,2,黒轟竜の剛爪,2,轟竜の天鱗,1,200,霊脈玉,1,大竜玉,1,0,
EXレックスロアグリーヴβ,0,11,4,0,0,M70,156,182,3,-4,-2,0,0,挑戦者,2,弱点特効,1,轟竜の真髄,1,,,,,黒轟竜の重殻,3,黒轟竜の重牙,2,黒轟竜の剛爪,2,轟竜の天鱗,1,200,霊脈玉,1,大竜玉,1,0,
EXクロオビグリーヴα,0,11,2,2,0,,150,174,1,1,1,1,2,広域化,2,体力回復量ＵＰ,1,教官の導き,1,,,,,クロオビコイン,2,ディノコイン,3,カンタロスの斬羽,3,,,194,霊脈玉,1,大竜玉,1,0,
EXクロオビグリーヴβ,0,11,4,2,0,,150,174,1,1,1,1,2,広域化,2,教官の導き,1,,,,,,,クロオビコイン,2,ディノコイン,3,カンタロスの斬羽,3,,,194,霊脈玉,1,大竜玉,1,0,
EXドーベルグリーヴα,0,11,2,0,0,M17,152,176,-2,0,-1,-1,4,攻撃,2,キノコ大好き,2,,,,,,,太古龍骨,2,頑強な重骨,3,骨鎚竜の重油殻,1,重竜骨,4,196,霊脈玉,1,大竜玉,1,0,
EXドーベルグリーヴβ,0,11,4,2,0,M17,152,176,-2,0,-1,-1,4,攻撃,1,キノコ大好き,1,,,,,,,太古龍骨,2,頑強な重骨,3,骨鎚竜の重油殻,1,重竜骨,4,196,霊脈玉,1,大竜玉,1,0,
EXダマスクグリーヴα,0,11,2,1,0,M17,152,176,4,-2,0,0,0,防御,2,ガード性能,2,,,,,,,古龍の浄血,2,メランジェ鉱石,3,毒妖鳥の剛翼,1,霊脈の結晶,1,196,霊脈玉,1,大竜玉,1,0,
EXダマスクグリーヴβ,0,11,4,2,0,M17,152,176,4,-2,0,0,0,防御,2,ガード性能,1,,,,,,,古龍の浄血,2,メランジェ鉱石,3,毒妖鳥の剛翼,1,霊脈の結晶,1,196,霊脈玉,1,大竜玉,1,0,
EXプライドグリーヴα,0,11,3,0,0,M18,154,178,3,1,-2,-4,-2,耳栓,2,ジャンプ鉄人,1,爆鱗竜の覇気,1,,,,,紅蓮にゆれる銀殻,3,爆鱗竜の厚鱗,2,天を焦がす銀翼,2,轟竜の天鱗,1,198,霊脈玉,1,大竜玉,1,0,
EXプライドグリーヴβ,0,11,4,2,0,M18,154,178,3,1,-2,-4,-2,耳栓,1,ジャンプ鉄人,1,爆鱗竜の覇気,1,,,,,紅蓮にゆれる銀殻,3,爆鱗竜の厚鱗,2,天を焦がす銀翼,2,轟竜の天鱗,1,196,霊脈玉,1,大竜玉,1,0,
EXグリードグリーヴα,0,11,2,2,0,M21,156,180,2,1,-3,1,-3,早食い,2,スタミナ奪取,1,恐暴竜の真髄,1,,,,,恐暴竜の厚黒皮,3,恐暴竜の厚黒鱗,2,恐暴竜の剛鉤爪,1,いにしえの巨龍骨,1,200,霊脈玉,1,大竜玉,1,0,
EXグリードグリーヴβ,0,11,4,2,0,M21,156,180,2,1,-3,1,-3,早食い,1,スタミナ奪取,1,恐暴竜の真髄,1,,,,,恐暴竜の厚黒皮,3,恐暴竜の厚黒鱗,2,恐暴竜の剛鉤爪,1,いにしえの巨龍骨,1,200,霊脈玉,1,大竜玉,1,0,
EXラヴィーナグリーヴα,0,12,1,1,0,M17,154,178,-3,2,-1,4,-1,抜刀術【技】,2,災禍転福,1,冰龍の神秘,1,,,,,冰龍の重殻,3,冰龍の厚龍鱗,3,冰龍の靭尾,1,惨爪竜の天鱗,1,192,大霊脈玉,1,古龍の浄血,2,0,
EXラヴィーナグリーヴβ,0,12,4,1,0,M17,154,178,-3,2,-1,4,-1,抜刀術【技】,2,冰龍の神秘,1,,,,,,,冰龍の重殻,3,冰龍の厚龍鱗,3,冰龍の靭尾,1,惨爪竜の天鱗,1,192,大霊脈玉,1,古龍の浄血,2,0,
EXヴァルファーグリーヴα,0,12,3,2,0,M19,156,180,-2,4,1,1,-3,瘴気耐性,2,龍属性攻撃強化,2,屍套龍の霊脈,1,,,,,屍套龍の重殻,3,死屍の厚龍鱗,3,屍套龍の重尾,1,死屍を紡いだ被膜,2,194,大霊脈玉,1,古龍の浄血,2,0,
EXヴァルファーグリーヴβ,0,12,4,3,0,M19,156,180,-2,4,1,1,-3,瘴気耐性,2,屍套龍の霊脈,1,,,,,,,屍套龍の重殻,3,死屍の厚龍鱗,3,屍套龍の重尾,1,死屍を紡いだ被膜,2,194,大霊脈玉,1,古龍の浄血,2,0,
EXカイザーグリーヴα,0,12,2,0,0,M19,156,180,3,-3,1,-3,1,力の解放,2,爆破属性強化,2,炎王龍の武技,1,,,,,炎王龍の重殻,3,炎王龍の剛爪,2,炎王龍の剛翼,2,蛮顎竜の天鱗,1,194,大霊脈玉,1,古龍の浄血,2,0,
EXカイザーグリーヴβ,0,12,4,0,0,M19,156,180,3,-3,1,-3,1,力の解放,2,爆破属性強化,1,炎王龍の武技,1,,,,,炎王龍の重殻,3,炎王龍の剛爪,2,炎王龍の剛翼,2,蛮顎竜の天鱗,1,194,大霊脈玉,1,古龍の浄血,2,0,
EXクシャナペイルα,0,12,1,0,0,M19,156,180,0,2,-3,4,-2,回避距離ＵＰ,2,匠,2,鋼龍の飛翔,1,,,,,鋼龍の重殻,4,鋼龍の剛爪,3,鋼龍の靭尾,1,迅竜の天鱗,1,194,大霊脈玉,1,古龍の浄血,2,0,
EXクシャナペイルβ,0,12,4,3,0,M19,156,180,0,2,-3,4,-2,回避距離ＵＰ,2,鋼龍の飛翔,1,,,,,,,鋼龍の重殻,4,鋼龍の剛爪,3,鋼龍の靭尾,1,迅竜の天鱗,1,194,大霊脈玉,1,古龍の浄血,2,0,
EXキリンレガースα,0,12,1,0,0,M19,154,172,-3,-2,4,-2,2,属性解放／装填拡張,2,見切り,2,幻獣の神秘,1,,,,,幻獣の銀たてがみ,3,幻獣の剛雷角,2,幻獣の靭雷尾,2,古龍の大宝玉,1,192,大霊脈玉,1,古龍の浄血,2,0,
EXキリンレガースβ,0,12,4,0,0,M19,154,172,-3,-2,4,-2,2,属性解放／装填拡張,2,幻獣の神秘,1,,,,,,,幻獣の銀たてがみ,3,幻獣の剛雷角,2,幻獣の靭雷尾,2,古龍の大宝玉,1,192,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルグリーヴα,0,12,2,1,0,M20,158,176,-3,4,3,0,-2,スタミナ急速回復,2,属性やられ耐性,1,溟龍の神秘,1,,,,,溟龍の特上皮,2,溟龍の剛翼,2,古龍の浄血,3,雌火竜の天鱗,1,196,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルグリーヴβ,0,12,4,2,0,M20,158,176,-3,4,3,0,-2,スタミナ急速回復,2,溟龍の神秘,1,,,,,,,溟龍の特上皮,2,溟龍の剛翼,2,古龍の浄血,3,雌火竜の天鱗,1,196,大霊脈玉,1,古龍の浄血,2,0,
EXギルドパレスグリーヴα,0,11,2,0,0,M70,154,178,1,2,2,1,1,火事場力,3,体力増強,1,ギルドの見識,1,,,,,英雄王のコイン,1,レックスコイン,3,クロオビコイン,2,死屍の厚龍鱗,4,194,霊脈玉,1,大竜玉,1,0,
EXギルドパレスグリーヴβ,0,11,4,1,0,M70,154,178,1,2,2,1,1,火事場力,2,体力増強,1,ギルドの見識,1,,,,,英雄王のコイン,1,レックスコイン,3,クロオビコイン,2,死屍の厚龍鱗,4,194,霊脈玉,1,大竜玉,1,0,
EXアンガルダグリーヴα,0,12,1,1,1,M23,162,180,0,-2,3,-3,0,破壊王,2,防御,2,地啼龍の神秘,1,,,,,地啼龍の厳岩殻,4,地啼龍の慈鱗,2,地啼龍の散華石,3,幻鳥竜玉,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXアンガルダグリーヴβ,0,12,4,2,1,M23,162,180,0,-2,3,-3,0,破壊王,1,防御,1,地啼龍の神秘,1,,,,,地啼龍の厳岩殻,4,地啼龍の慈鱗,2,地啼龍の散華石,3,幻鳥竜玉,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXゾラマグナフットα,0,12,3,1,0,M24,160,178,4,-3,-1,-2,-3,耳栓,1,匠,1,熔山龍の真髄,1,,,,,龍脈の強竜骨,2,ゆがんだ結晶,3,異形の狂骨,3,覇王の証,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXゾラマグナフットβ,0,12,4,3,0,M24,160,178,4,-3,-1,-2,-3,耳栓,1,熔山龍の真髄,1,,,,,,,龍脈の強竜骨,2,ゆがんだ結晶,3,異形の狂骨,3,覇王の証,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXガルルガグリーヴα,0,11,3,3,0,M24,154,178,2,-3,2,-2,-2,見切り,2,貫通弾・竜の一矢強化,1,,,,,,,黒狼鳥の重殻,2,黒狼鳥の厚鱗,2,黒狼鳥の銀狼毛,3,龍脈の強竜骨,5,198,霊脈玉,1,大竜玉,1,0,
EXガルルガグリーヴβ,0,11,4,2,2,M24,154,178,2,-3,2,-2,-2,見切り,2,,,,,,,,,黒狼鳥の重殻,2,黒狼鳥の厚鱗,2,黒狼鳥の銀狼毛,3,龍脈の強竜骨,5,198,霊脈玉,1,大竜玉,1,0,
EXジンオウグリーヴα,0,11,1,0,0,M24,158,182,-1,-1,4,-4,1,雷属性攻撃強化,3,力の解放,2,雷狼竜の真髄,1,,,,,雷狼竜の雷電毛,3,雷狼竜の剛爪,2,雷狼竜の雷電殻,3,超電雷光虫,3,202,霊脈玉,1,大竜玉,1,0,
EXジンオウグリーヴβ,0,11,4,1,0,M24,158,182,-1,-1,4,-4,1,雷属性攻撃強化,1,力の解放,2,雷狼竜の真髄,1,,,,,雷狼竜の雷電毛,3,雷狼竜の剛爪,2,雷狼竜の雷電殻,3,超電雷光虫,3,202,霊脈玉,1,大竜玉,1,0,
EXギルドワークフットα,0,12,2,1,0,M24,162,180,2,1,1,2,2,ひるみ軽減,2,地質学,1,ギルドの見識,1,,,,,調査団チケットG,1,凍てついた氷骨,3,龍脈の強竜骨,5,覇王の証,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXギルドワークフットβ,0,12,4,1,0,M24,162,180,2,1,1,2,2,ひるみ軽減,2,ギルドの見識,1,,,,,,,調査団チケットG,1,凍てついた氷骨,3,龍脈の強竜骨,5,覇王の証,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXゴールドルナグリーヴα,0,12,1,0,0,M70,162,180,3,-2,-4,0,4,弱点特効,2,散弾・剛射強化,1,金火竜の真髄,1,,,,,金火竜の重殻,4,金火竜の厚鱗,2,火竜の煌液,3,導きの龍骨【荒地】,1,200,大霊脈玉,1,古龍の浄血,2,0,
