#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
EXジャナールコイルα,0,11,1,0,0,M13,146,170,-1,-1,2,-3,0,弱点特効,2,アイテム使用強化,1,蛮顎竜の覇気,1,,,,,雷顎竜の厚毛皮,3,雷顎竜の重牙,1,雷顎竜の重鼻骨,1,雷顎竜の天鱗,1,190,霊脈玉,1,大竜玉,1,0,
EXジャナールコイルβ,0,11,4,1,0,M13,146,170,-1,-1,2,-3,0,弱点特効,1,アイテム使用強化,1,蛮顎竜の覇気,1,,,,,雷顎竜の厚毛皮,3,雷顎竜の重牙,1,雷顎竜の重鼻骨,1,雷顎竜の天鱗,1,190,霊脈玉,1,大竜玉,1,0,
EXレイアコイルα,0,9,3,2,0,M4,130,168,2,0,-2,0,-3,毒耐性,2,体力増強,1,雌火竜の真髄,1,,,,,雌火竜の重殻,2,雌火竜の厚鱗,1,強竜骨,4,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXレイアコイルβ,0,9,4,2,0,M4,130,168,2,0,-2,0,-3,毒耐性,1,体力増強,1,雌火竜の真髄,1,,,,,雌火竜の重殻,2,雌火竜の厚鱗,1,強竜骨,4,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXリオハートコイルα,0,9,3,0,0,M6,132,170,3,0,-3,0,-4,匠,1,毒耐性,2,雌火竜の真髄,1,,,,,桜火竜の重殻,2,桜火竜の厚鱗,1,強竜骨,4,メランジェ鉱石,3,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXリオハートコイルβ,0,9,4,0,0,M6,132,170,3,0,-3,0,-4,匠,1,毒耐性,1,雌火竜の真髄,1,,,,,桜火竜の重殻,2,桜火竜の厚鱗,1,強竜骨,4,メランジェ鉱石,3,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムーコイルα,0,9,2,2,0,M4,130,168,-3,2,0,1,0,精霊の加護,2,風圧耐性,1,,,,,,,浮空竜の厚毛皮,2,浮空竜の厚鱗,2,浮空竜の剛翼,1,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムーコイルβ,0,9,4,1,0,M4,130,168,-3,2,0,1,0,精霊の加護,1,風圧耐性,1,,,,,,,浮空竜の厚毛皮,2,浮空竜の厚鱗,2,浮空竜の剛翼,1,,,188,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムメアコイルα,0,9,2,0,0,M4,132,170,-3,-3,2,1,1,睡眠属性強化,2,広域化,1,,,,,,,浮眠竜の厚毛皮,2,浮眠竜の厚鱗,2,浮眠竜の剛翼,2,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXウルムメアコイルβ,0,9,4,0,0,M4,132,170,-3,-3,2,1,1,睡眠属性強化,2,,,,,,,,,浮眠竜の厚毛皮,2,浮眠竜の厚鱗,2,浮眠竜の剛翼,2,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルキンコイルα,0,9,1,0,0,M4,134,172,0,2,0,-1,-2,ガード性能,2,睡眠耐性,2,,,,,,,骨鎚竜の重殻,2,骨鎚竜の重油殻,1,大竜骨塊,1,頑強な重骨,3,192,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルキンコイルβ,0,9,4,0,0,M4,134,172,0,2,0,-1,-2,ガード性能,2,,,,,,,,,骨鎚竜の重殻,2,骨鎚竜の重油殻,1,大竜骨塊,1,頑強な重骨,3,192,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアーティアコイルα,0,10,1,1,0,,142,174,1,-2,-2,2,3,整備,2,見切り,1,太古の神秘,1,,,,,太古の破片,2,強竜骨,2,メランジェ鉱石,3,特大水袋,4,194,霊脈玉,1,ピュアクリスタル,2,0,
EXアーティアコイルβ,0,10,4,1,0,,142,174,1,-2,-2,2,3,整備,1,見切り,1,太古の神秘,1,,,,,太古の破片,2,強竜骨,2,メランジェ鉱石,3,特大水袋,4,194,霊脈玉,1,ピュアクリスタル,2,0,
EXアークロックコイルα,0,10,2,0,0,,142,174,2,2,2,-1,-1,破壊王,2,睡眠ビン追加,1,調査団の錬金術,1,,,,,スチームチケット,2,強竜骨,2,霊脈の結晶,4,濃縮麻痺袋,3,194,霊脈玉,1,ピュアクリスタル,2,0,
EXアークロックコイルβ,0,10,4,1,0,,142,174,2,2,2,-1,-1,破壊王,2,調査団の錬金術,1,,,,,,,スチームチケット,2,強竜骨,2,霊脈の結晶,4,濃縮麻痺袋,3,194,霊脈玉,1,ピュアクリスタル,2,0,
EXインゴットコイルα,0,10,2,0,0,M6,136,168,-2,0,3,-1,0,風圧耐性,2,属性解放／装填拡張,1,,,,,,,メランジェ鉱石,2,重竜骨,1,ピュアクリスタル,1,,,188,霊脈玉,1,ピュアクリスタル,2,0,
EXインゴットコイルβ,0,10,4,1,0,M6,136,168,-2,0,3,-1,0,風圧耐性,1,属性解放／装填拡張,1,,,,,,,メランジェ鉱石,2,重竜骨,1,ピュアクリスタル,1,,,188,霊脈玉,1,ピュアクリスタル,2,0,
EXベリオコイルα,0,10,3,0,0,M6,138,170,-3,2,-2,3,0,納刀術,1,体力回復量ＵＰ,1,氷牙竜の秘技,1,,,,,氷牙竜の厚毛皮,2,琥珀色の重殻,2,氷牙竜の重棘,2,ウルグの厚毛皮,2,190,霊脈玉,1,ピュアクリスタル,2,0,
EXベリオコイルβ,0,10,4,0,0,M6,138,170,-3,2,-2,3,0,納刀術,1,氷牙竜の秘技,1,,,,,,,氷牙竜の厚毛皮,2,琥珀色の重殻,2,氷牙竜の重棘,2,ウルグの厚毛皮,2,190,霊脈玉,1,ピュアクリスタル,2,0,
EXレウスコイルα,0,10,2,0,0,M7,140,172,3,1,-2,1,-3,火属性攻撃強化,2,集中,2,火竜の真髄,1,,,,,火竜の重殻,2,火竜の厚鱗,2,火竜の剛翼,2,業炎袋,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXレウスコイルβ,0,10,4,2,0,M7,140,172,3,1,-2,1,-3,火属性攻撃強化,2,火竜の真髄,1,,,,,,,火竜の重殻,2,火竜の厚鱗,2,火竜の剛翼,2,業炎袋,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXリオソウルコイルα,0,11,3,0,0,M13,148,172,3,2,2,-3,-4,風圧耐性,2,貫通弾・竜の一矢強化,1,火竜の真髄,1,,,,,蒼火竜の重殻,3,蒼火竜の厚鱗,2,蒼火竜の剛翼,1,翼竜の特上皮,3,192,霊脈玉,1,大竜玉,1,0,
EXリオソウルコイルβ,0,11,4,2,0,M13,148,172,3,2,2,-3,-4,風圧耐性,2,火竜の真髄,1,,,,,,,蒼火竜の重殻,3,蒼火竜の厚鱗,2,蒼火竜の剛翼,1,翼竜の特上皮,3,192,霊脈玉,1,大竜玉,1,0,
EXディアブロコイルα,0,10,2,0,0,M7,140,180,3,-2,0,-3,2,ランナー,2,抜刀術【技】,1,角竜の覇気,1,,,,,角竜の重甲,2,角竜の重殻,1,堅牢なねじれた角,1,ケストドンの重殻,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXディアブロコイルβ,0,10,4,1,0,M7,140,180,3,-2,0,-3,2,ランナー,2,角竜の覇気,1,,,,,,,角竜の重甲,2,角竜の重殻,1,堅牢なねじれた角,1,ケストドンの重殻,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXディアネロコイルα,0,11,2,0,0,M13,148,172,2,-3,0,-4,2,ＫＯ術,2,破壊王,1,角竜の覇気,1,,,,,黒角竜の重甲,3,黒角竜の重殻,1,堅牢な黒巻き角,1,大地を穿つ剛角,1,192,霊脈玉,1,大竜玉,1,0,
EXディアネロコイルβ,0,11,4,1,0,M13,148,172,2,-3,0,-4,2,ＫＯ術,2,角竜の覇気,1,,,,,,,黒角竜の重甲,3,黒角竜の重殻,1,堅牢な黒巻き角,1,大地を穿つ剛角,1,192,霊脈玉,1,大竜玉,1,0,
EXギエナコイルα,0,10,2,0,0,M7,140,170,-1,2,-3,3,0,氷属性攻撃強化,2,風圧耐性,2,風漂竜の覇気,1,,,,,風漂竜の厚皮,2,風漂竜の厚鱗,1,風漂竜の重尾膜,2,瞬間凍結袋,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXギエナコイルβ,0,10,4,1,0,M7,140,170,-1,2,-3,3,0,氷属性攻撃強化,2,風圧耐性,1,風漂竜の覇気,1,,,,,風漂竜の厚皮,2,風漂竜の厚鱗,1,風漂竜の重尾膜,2,瞬間凍結袋,3,192,霊脈玉,1,ピュアクリスタル,2,0,
EXブリーナコイルα,0,11,1,1,0,M12,146,170,-3,2,-1,3,0,回避距離ＵＰ,2,集中,1,風漂竜の覇気,1,,,,,氷霜をまとう皮,3,風漂竜の厚鱗,2,冷厳なる翼,1,瞬間凍結袋,4,190,霊脈玉,1,ピュアクリスタル,2,0,
EXブリーナコイルβ,0,11,4,0,0,M12,146,170,-3,2,-1,3,0,回避距離ＵＰ,2,風漂竜の覇気,1,,,,,,,氷霜をまとう皮,3,風漂竜の厚鱗,2,冷厳なる翼,1,瞬間凍結袋,4,190,霊脈玉,1,ピュアクリスタル,2,0,
EXガロンコイルα,0,10,2,0,0,M7,140,172,2,2,-2,-3,0,見切り,3,砥石使用高速化,1,惨爪竜の真髄,1,,,,,惨爪竜の強硬筋,2,惨爪竜の厚鱗,2,惨爪竜の重牙,1,重竜骨,4,192,霊脈玉,1,ピュアクリスタル,2,0,
EXガロンコイルβ,0,10,4,2,0,M7,140,172,2,2,-2,-3,0,見切り,2,惨爪竜の真髄,1,,,,,,,惨爪竜の強硬筋,2,惨爪竜の厚鱗,2,惨爪竜の重牙,1,重竜骨,4,192,霊脈玉,1,ピュアクリスタル,2,0,
EXデスガロンコイルα,0,11,2,1,0,M14,148,172,-2,-3,-2,-2,4,龍属性攻撃強化,2,力の解放,1,惨爪竜の真髄,1,,,,,兇爪竜の強硬筋,3,兇爪竜の厚鱗,2,兇爪竜の重牙,3,剛竜骨,4,192,霊脈玉,1,大竜玉,1,0,
EXデスガロンコイルβ,0,11,4,2,0,M14,148,172,-2,-3,-2,-2,4,龍属性攻撃強化,2,惨爪竜の真髄,1,,,,,,,兇爪竜の強硬筋,3,兇爪竜の厚鱗,2,兇爪竜の重牙,3,剛竜骨,4,192,霊脈玉,1,大竜玉,1,0,
EXラヴァコイルα,0,10,1,0,0,M7,140,172,3,-3,1,-2,2,納刀術,2,体力回復量ＵＰ,2,,,,,,,溶岩竜の重殻,2,溶岩竜の厚鱗,1,溶岩竜の特上ヒレ,2,メランジェ鉱石,4,192,霊脈玉,1,ピュアクリスタル,2,0,
EXラヴァコイルβ,0,10,4,0,0,M7,140,172,3,-3,1,-2,2,納刀術,2,体力回復量ＵＰ,1,,,,,,,溶岩竜の重殻,2,溶岩竜の厚鱗,1,溶岩竜の特上ヒレ,2,メランジェ鉱石,4,192,霊脈玉,1,ピュアクリスタル,2,0,
EXガンキンコイルα,0,10,2,1,0,M7,144,176,4,-3,1,-2,-2,破壊王,1,ガード性能,1,爆鎚竜の覇気,1,,,,,爆鎚竜の重殻,2,爆鎚竜の厚鱗,2,爆鎚竜の重顎,1,重竜骨,4,196,霊脈玉,1,ピュアクリスタル,2,0,
EXガンキンコイルβ,0,10,4,2,0,M7,144,176,4,-3,1,-2,-2,破壊王,1,爆鎚竜の覇気,1,,,,,,,爆鎚竜の重殻,2,爆鎚竜の厚鱗,2,爆鎚竜の重顎,1,重竜骨,4,196,霊脈玉,1,ピュアクリスタル,2,0,
EXナルガコイルα,0,10,1,0,0,M7,140,172,-2,2,-3,0,0,回避性能,2,スタミナ急速回復,1,迅竜の真髄,1,,,,,迅竜の豪黒毛,2,迅竜の剛刃翼,2,迅竜の靭尾,1,迅竜の天鱗,1,192,霊脈玉,1,ピュアクリスタル,2,0,
EXナルガコイルβ,0,10,4,0,0,M7,140,172,-2,2,-3,0,0,回避性能,1,スタミナ急速回復,1,迅竜の真髄,1,,,,,迅竜の豪黒毛,2,迅竜の剛刃翼,2,迅竜の靭尾,1,迅竜の天鱗,1,192,霊脈玉,1,ピュアクリスタル,2,0,
EXディノコイルα,0,10,1,1,0,M7,142,174,3,-3,1,-1,-1,渾身,2,通常弾・通常矢強化,1,斬竜の真髄,1,,,,,斬竜の重殻,2,斬竜の厚鱗,2,斬竜の重牙,1,赤熱した溶炉嚢,2,194,霊脈玉,1,ピュアクリスタル,2,0,
EXディノコイルβ,0,10,4,0,0,M7,142,174,3,-3,1,-1,-1,渾身,2,斬竜の真髄,1,,,,,,,斬竜の重殻,2,斬竜の厚鱗,2,斬竜の重牙,1,赤熱した溶炉嚢,2,194,霊脈玉,1,ピュアクリスタル,2,0,
EXディノイエロコイルα,0,11,2,0,0,M14,150,174,-3,2,-1,2,-1,匠,2,防御力ＤＯＷＮ耐性,2,斬竜の真髄,1,,,,,硫斬竜の重殻,3,硫斬竜の厚鱗,3,硫斬竜の重牙,2,削られた硫晶片,3,194,霊脈玉,1,大竜玉,1,0,
EXディノイエロコイルβ,0,11,4,0,0,M14,150,174,-3,2,-1,2,-1,匠,2,斬竜の真髄,1,,,,,,,硫斬竜の重殻,3,硫斬竜の厚鱗,3,硫斬竜の重牙,2,削られた硫晶片,3,194,霊脈玉,1,大竜玉,1,0,
EXブラキコイルα,0,10,3,0,0,M9,142,174,3,-2,1,-3,1,爆破属性強化,2,スタミナ奪取,1,砕竜の真髄,1,,,,,砕竜の重黒曜甲,2,砕竜の重頭殻,1,砕竜の靭尾,1,光る粘菌,3,194,霊脈玉,1,ピュアクリスタル,2,0,
EXブラキコイルβ,0,10,4,2,0,M9,142,174,3,-2,1,-3,1,爆破属性強化,2,砕竜の真髄,1,,,,,,,砕竜の重黒曜甲,2,砕竜の重頭殻,1,砕竜の靭尾,1,光る粘菌,3,194,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスコイルα,0,10,3,1,0,M9,142,174,2,0,-3,0,-2,耳栓,1,満足感,1,轟竜の真髄,1,,,,,轟竜の重殻,2,轟竜の厚鱗,2,轟竜の重牙,1,頑強な重骨,5,194,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスコイルβ,0,10,4,2,1,M9,142,174,2,0,-3,0,-2,耳栓,1,轟竜の真髄,1,,,,,,,轟竜の重殻,2,轟竜の厚鱗,2,轟竜の重牙,1,頑強な重骨,5,194,霊脈玉,1,ピュアクリスタル,2,0,
EXレックスロアコイルα,0,11,2,0,0,M70,156,182,3,-4,-2,0,0,体力回復量ＵＰ,3,弱点特効,1,轟竜の真髄,1,,,,,黒轟竜の重殻,3,黒轟竜の剛爪,3,轟竜の靭尾,1,黄昏の結晶,3,200,霊脈玉,1,大竜玉,1,0,
EXレックスロアコイルβ,0,11,4,0,0,M70,156,182,3,-4,-2,0,0,体力回復量ＵＰ,2,弱点特効,1,轟竜の真髄,1,,,,,黒轟竜の重殻,3,黒轟竜の剛爪,3,轟竜の靭尾,1,黄昏の結晶,3,200,霊脈玉,1,大竜玉,1,0,
EXクロオビコイルα,0,11,3,0,0,,150,174,1,1,1,1,2,体力回復量ＵＰ,2,ランナー,1,教官の導き,1,,,,,クロオビコイン,2,ウルムーコイン,3,咬魚の鋼ヒゲ,2,,,194,霊脈玉,1,大竜玉,1,0,
EXクロオビコイルβ,0,11,4,1,0,,150,174,1,1,1,1,2,体力回復量ＵＰ,2,教官の導き,1,,,,,,,クロオビコイン,2,ウルムーコイン,3,咬魚の鋼ヒゲ,2,,,194,霊脈玉,1,大竜玉,1,0,
EXドーベルコイルα,0,11,2,1,0,M17,152,176,-2,0,-1,-1,4,攻撃,2,気絶耐性,2,,,,,,,太古龍骨,2,頑強な重骨,3,角竜の重尾甲,1,強竜骨,5,196,霊脈玉,1,大竜玉,1,0,
EXドーベルコイルβ,0,11,4,2,0,M17,152,176,-2,0,-1,-1,4,攻撃,1,気絶耐性,1,,,,,,,太古龍骨,2,頑強な重骨,3,角竜の重尾甲,1,強竜骨,5,196,霊脈玉,1,大竜玉,1,0,
EXダマスクコイルα,0,11,3,2,0,M17,152,176,4,-2,0,0,0,集中,1,ガード性能,1,,,,,,,古龍の浄血,2,メランジェ鉱石,3,雌火竜の厚翼膜,1,デプスライト鉱石,1,196,霊脈玉,1,大竜玉,1,0,
EXダマスクコイルβ,0,11,4,3,1,M17,152,176,4,-2,0,0,0,集中,1,,,,,,,,,古龍の浄血,2,メランジェ鉱石,3,雌火竜の厚翼膜,1,デプスライト鉱石,1,196,霊脈玉,1,大竜玉,1,0,
EXプライドコイルα,0,11,3,0,0,M18,154,178,3,1,-2,-4,-2,ボマー,2,抜刀術【技】,1,爆鱗竜の覇気,1,,,,,紅蓮にゆれる銀殻,3,爆鱗竜の厚鱗,2,爆鱗竜の剛爪,3,堅牢なねじれた角,2,198,霊脈玉,1,大竜玉,1,0,
EXプライドコイルβ,0,11,4,2,0,M18,154,178,3,1,-2,-4,-2,ボマー,2,爆鱗竜の覇気,1,,,,,,,紅蓮にゆれる銀殻,3,爆鱗竜の厚鱗,2,爆鱗竜の剛爪,3,堅牢なねじれた角,2,196,霊脈玉,1,大竜玉,1,0,
EXグリードコイルα,0,11,1,0,0,M21,156,180,2,1,-3,1,-3,スタミナ奪取,2,匠,1,恐暴竜の真髄,1,,,,,恐暴竜の厚黒皮,3,ドス黒い血,3,恐暴竜の剛鉤爪,1,火竜の天鱗,1,200,霊脈玉,1,大竜玉,1,0,
EXグリードコイルβ,0,11,4,1,0,M21,156,180,2,1,-3,1,-3,スタミナ奪取,2,恐暴竜の真髄,1,,,,,,,恐暴竜の厚黒皮,3,ドス黒い血,3,恐暴竜の剛鉤爪,1,火竜の天鱗,1,200,霊脈玉,1,大竜玉,1,0,
EXラヴィーナコイルα,0,12,2,1,0,M17,154,178,-3,2,-1,4,-1,ひるみ軽減,1,災禍転福,1,冰龍の神秘,1,,,,,冰龍の重殻,3,冰龍の厚龍鱗,2,冰龍の剛爪,1,古龍の浄血,2,192,大霊脈玉,1,古龍の浄血,2,0,
EXラヴィーナコイルβ,0,12,4,1,0,M17,154,178,-3,2,-1,4,-1,ひるみ軽減,1,冰龍の神秘,1,,,,,,,冰龍の重殻,3,冰龍の厚龍鱗,2,冰龍の剛爪,1,古龍の浄血,2,192,大霊脈玉,1,古龍の浄血,2,0,
EXヴァルファーコイルα,0,12,2,1,0,M19,156,180,-2,4,1,1,-3,早食い,2,フルチャージ,1,屍套龍の霊脈,1,,,,,屍套龍の重殻,3,死屍の厚龍鱗,2,屍套龍の剛翼,4,死屍を紡いだ被膜,2,194,大霊脈玉,1,古龍の浄血,2,0,
EXヴァルファーコイルβ,0,12,4,2,0,M19,156,180,-2,4,1,1,-3,早食い,2,屍套龍の霊脈,1,,,,,,,屍套龍の重殻,3,死屍の厚龍鱗,2,屍套龍の剛翼,4,死屍を紡いだ被膜,2,194,大霊脈玉,1,古龍の浄血,2,0,
EXカイザーコイルα,0,12,3,0,0,M19,156,180,3,-3,1,-3,1,爆破属性強化,2,弱点特効,1,炎王龍の武技,1,,,,,炎王龍の重殻,3,獄炎の厚龍鱗,3,炎王龍の剛翼,2,古龍の浄血,3,194,大霊脈玉,1,古龍の浄血,2,0,
EXカイザーコイルβ,0,12,4,2,1,M19,156,180,3,-3,1,-3,1,爆破属性強化,2,炎王龍の武技,1,,,,,,,炎王龍の重殻,3,獄炎の厚龍鱗,3,炎王龍の剛翼,2,古龍の浄血,3,194,大霊脈玉,1,古龍の浄血,2,0,
EXクシャナアンダα,0,12,2,0,0,M19,156,180,0,2,-3,4,-2,氷属性攻撃強化,3,回避距離ＵＰ,1,鋼龍の飛翔,1,,,,,鋼龍の重殻,4,鋼の厚龍鱗,3,鋼龍の剛角,1,琥珀色の重牙,3,194,大霊脈玉,1,古龍の浄血,2,0,
EXクシャナアンダβ,0,12,4,1,0,M19,156,180,0,2,-3,4,-2,氷属性攻撃強化,3,鋼龍の飛翔,1,,,,,,,鋼龍の重殻,4,鋼の厚龍鱗,3,鋼龍の剛角,1,琥珀色の重牙,3,194,大霊脈玉,1,古龍の浄血,2,0,
EXキリンフープα,0,12,2,0,0,M19,154,172,-3,-2,4,-2,2,属性やられ耐性,2,属性解放／装填拡張,1,幻獣の神秘,1,,,,,幻獣の銀たてがみ,3,幻獣の特上皮,2,古龍の浄血,1,ピュアクリスタル,1,192,大霊脈玉,1,古龍の浄血,2,0,
EXキリンフープβ,0,12,4,1,1,M19,154,172,-3,-2,4,-2,2,属性やられ耐性,2,幻獣の神秘,1,,,,,,,幻獣の銀たてがみ,3,幻獣の特上皮,2,古龍の浄血,1,ピュアクリスタル,1,192,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルコイルα,0,12,1,1,1,M20,158,176,-3,4,3,0,-2,体術,2,スタミナ急速回復,1,溟龍の神秘,1,,,,,溟龍の特上皮,2,溟龍の幻曜ヒゲ,2,溟龍の靭尾,1,古龍の大宝玉,1,196,大霊脈玉,1,古龍の浄血,2,0,
EXテンタクルコイルβ,0,12,4,1,1,M20,158,176,-3,4,3,0,-2,体術,1,スタミナ急速回復,1,溟龍の神秘,1,,,,,溟龍の特上皮,2,溟龍の幻曜ヒゲ,2,溟龍の靭尾,1,古龍の大宝玉,1,196,大霊脈玉,1,古龍の浄血,2,0,
EXギルドパレスコイルα,0,11,1,1,0,M70,154,178,1,2,2,1,1,挑戦者,3,死中に活,1,ギルドの見識,1,,,,,英雄王のコイン,1,レックスコイン,3,クロオビコイン,2,溟龍の剛翼,3,194,霊脈玉,1,大竜玉,1,0,
EXギルドパレスコイルβ,0,11,4,1,0,M70,154,178,1,2,2,1,1,挑戦者,2,死中に活,1,ギルドの見識,1,,,,,英雄王のコイン,1,レックスコイン,3,クロオビコイン,2,溟龍の剛翼,3,194,霊脈玉,1,大竜玉,1,0,
EXアンガルダコイルα,0,12,3,2,0,M23,162,180,0,-2,3,-3,0,体力増強,2,体力回復量ＵＰ,1,地啼龍の神秘,1,,,,,地啼龍の厳岩殻,4,地啼龍の慈鱗,2,地啼龍の散華石,3,大竜玉,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXアンガルダコイルβ,0,12,4,3,0,M23,162,180,0,-2,3,-3,0,体力増強,2,地啼龍の神秘,1,,,,,,,地啼龍の厳岩殻,4,地啼龍の慈鱗,2,地啼龍の散華石,3,大竜玉,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXゾラマグナスパインα,0,12,3,2,0,M24,160,178,4,-3,-1,-2,-3,耐震,1,砲術,1,熔山龍の真髄,1,,,,,龍脈の強竜骨,2,太古龍骨,2,古龍の浄血,3,覇王の証,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXゾラマグナスパインβ,0,12,4,3,0,M24,160,178,4,-3,-1,-2,-3,耐震,1,熔山龍の真髄,1,,,,,,,龍脈の強竜骨,2,太古龍骨,2,古龍の浄血,3,覇王の証,1,198,大霊脈玉,1,古龍の浄血,2,0,
EXガルルガコイルα,0,11,1,1,0,M24,154,178,2,-3,2,-2,-2,逆恨み,2,毒属性強化,2,,,,,,,黒狼鳥の重殻,2,黒狼鳥の剛翼,2,黒狼鳥の靭尾,1,幻鳥竜玉,1,198,霊脈玉,1,大竜玉,1,0,
EXガルルガコイルβ,0,11,4,3,0,M24,154,178,2,-3,2,-2,-2,逆恨み,2,,,,,,,,,黒狼鳥の重殻,2,黒狼鳥の剛翼,2,黒狼鳥の靭尾,1,幻鳥竜玉,1,198,霊脈玉,1,大竜玉,1,0,
EXジンオウコイルα,0,11,2,0,0,M24,158,182,-1,-1,4,-4,1,強化持続,1,雷属性攻撃強化,2,雷狼竜の真髄,1,,,,,雷狼竜の雷電毛,3,雷狼竜の重殻,2,雷狼竜の剛角,1,森林の結晶,3,202,霊脈玉,1,大竜玉,1,0,
EXジンオウコイルβ,0,11,4,2,0,M24,158,182,-1,-1,4,-4,1,強化持続,1,雷狼竜の真髄,1,,,,,,,雷狼竜の雷電毛,3,雷狼竜の重殻,2,雷狼竜の剛角,1,森林の結晶,3,202,霊脈玉,1,大竜玉,1,0,
EXギルドワークウエストα,0,12,3,2,0,M24,162,180,2,1,1,2,2,探索者の幸運,1,感知,1,ギルドの見識,1,,,,,調査団チケットG,1,瘴気の結晶,2,瘴気を放つ狂骨,2,テルマエチケット,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXギルドワークウエストβ,0,12,4,3,0,M24,162,180,2,1,1,2,2,探索者の幸運,1,ギルドの見識,1,,,,,,,調査団チケットG,1,瘴気の結晶,2,瘴気を放つ狂骨,2,テルマエチケット,1,200,大霊脈玉,1,古龍の浄血,2,0,
EXゴールドルナコイルα,0,12,2,2,0,M70,162,180,3,-2,-4,0,4,精霊の加護,3,体力増強,1,金火竜の真髄,1,,,,,金火竜の重殻,4,金火竜の厚鱗,2,金火竜の秘棘,1,龍脈の剛竜骨,8,200,大霊脈玉,1,古龍の浄血,2,0,
EXゴールドルナコイルβ,0,12,4,2,0,M70,162,180,3,-2,-4,0,4,精霊の加護,3,金火竜の真髄,1,,,,,,,金火竜の重殻,4,金火竜の厚鱗,2,金火竜の秘棘,1,龍脈の剛竜骨,8,200,大霊脈玉,1,古龍の浄血,2,0,
EXシルバーソルコイルα,0,12,1,1,0,M70,162,180,4,-3,-2,-2,3,風圧耐性,2,超会心,1,銀火竜の真髄,1,,,,,銀火竜の重殻,4,銀火竜の剛翼,4,火竜の煌液,3,導きの龍骨【珊瑚礁】,3,200,大霊脈玉,1,古龍の浄血,2,0,
EXシルバーソルコイルβ,0,12,4,1,0,M70,162,180,4,-3,-2,-2,3,風圧耐性,1,超会心,1,銀火竜の真髄,1,,,,,銀火竜の重殻,4,銀火竜の剛翼,4,火竜の煌液,3,導きの龍骨【珊瑚礁】,3,200,大霊脈玉,1,古龍の浄血,2,0,
EXエンプレスコイルα,0,12,2,2,0,M50,164,182,3,1,1,-3,-2,体力増強,2,爆破属性強化,2,炎妃龍の真髄,1,,,,,炎妃龍の重殻,3,炎妃龍の厚鱗,3,炎妃龍の剛角,1,炎龍の塵粉,4,202,大霊脈玉,1,古龍の浄血,2,0,
EXエンプレスコイルβ,0,12,4,2,0,M50,164,182,3,1,1,-3,-2,体力増強,2,炎妃龍の真髄,1,,,,,,,炎妃龍の重殻,3,炎妃龍の厚鱗,3,炎妃龍の剛角,1,炎龍の塵粉,4,202,大霊脈玉,1,古龍の浄血,2,0,
EXゾークコイルα,0,12,2,1,0,M100,166,184,1,1,-3,1,-3,攻撃,3,耳栓,1,滅尽龍の覇気,1,,,,,滅尽龍の重殻,3,不滅の厚龍鱗,1,殲滅の大剛角,2,火竜の天鱗,1,204,大霊脈玉,1,古龍の浄血,2,0,
EXゾークコイルβ,0,12,4,1,0,M100,166,184,1,1,-3,1,-3,攻撃,2,耳栓,1,滅尽龍の覇気,1,,,,,滅尽龍の重殻,3,不滅の厚龍鱗,1,殲滅の大剛角,2,火竜の天鱗,1,204,大霊脈玉,1,古龍の浄血,2,0,
EX金色ノ帯α,0,11,3,1,0,M24,158,182,2,0,3,-5,2,弱点特効,1,匠,1,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛角,1,金獅子の重牙,4,黄金の煌毛,1,202,霊脈玉,1,大竜玉,1,0,
